location,total_deaths,date,day,month,year
Africa,,13/02/2020,13,2,2020
Africa,,14/02/2020,14,2,2020
Africa,,15/02/2020,15,2,2020
Africa,,16/02/2020,16,2,2020
Africa,,17/02/2020,17,2,2020
Africa,,18/02/2020,18,2,2020
Africa,,19/02/2020,19,2,2020
Africa,,20/02/2020,20,2,2020
Africa,,21/02/2020,21,2,2020
Africa,,22/02/2020,22,2,2020
Africa,,23/02/2020,23,2,2020
Africa,,24/02/2020,24,2,2020
Africa,,25/02/2020,25,2,2020
Africa,,26/02/2020,26,2,2020
Africa,,27/02/2020,27,2,2020
Africa,,28/02/2020,28,2,2020
Africa,,29/02/2020,29,2,2020
Africa,,01/03/2020,1,3,2020
Africa,,02/03/2020,2,3,2020
Africa,,03/03/2020,3,3,2020
Africa,,04/03/2020,4,3,2020
Africa,,05/03/2020,5,3,2020
Africa,,06/03/2020,6,3,2020
Africa,,07/03/2020,7,3,2020
Africa,10,08/03/2020,8,3,2020
Africa,10,09/03/2020,9,3,2020
Africa,20,10/03/2020,10,3,2020
Africa,20,11/03/2020,11,3,2020
Africa,30,12/03/2020,12,3,2020
Africa,60,13/03/2020,13,3,2020
Africa,70,14/03/2020,14,3,2020
Africa,80,15/03/2020,15,3,2020
Africa,80,16/03/2020,16,3,2020
Africa,110,17/03/2020,17,3,2020
Africa,170,18/03/2020,18,3,2020
Africa,200,19/03/2020,19,3,2020
Africa,260,20/03/2020,20,3,2020
Africa,350,21/03/2020,21,3,2020
Africa,460,22/03/2020,22,3,2020
Africa,550,23/03/2020,23,3,2020
Africa,620,24/03/2020,24,3,2020
Africa,730,25/03/2020,25,3,2020
Africa,910,26/03/2020,26,3,2020
Africa,1150,27/03/2020,27,3,2020
Africa,1340,28/03/2020,28,3,2020
Africa,1510,29/03/2020,29,3,2020
Africa,1720,30/03/2020,30,3,2020
Africa,1980,31/03/2020,31,3,2020
Africa,2330,01/04/2020,1,4,2020
Africa,2850,02/04/2020,2,4,2020
Africa,3310,03/04/2020,3,4,2020
Africa,3820,04/04/2020,4,4,2020
Africa,4420,05/04/2020,5,4,2020
Africa,4870,06/04/2020,6,4,2020
Africa,5330,07/04/2020,7,4,2020
Africa,5730,08/04/2020,8,4,2020
Africa,6270,09/04/2020,9,4,2020
Africa,6900,10/04/2020,10,4,2020
Africa,7420,11/04/2020,11,4,2020
Africa,7880,12/04/2020,12,4,2020
Africa,8330,13/04/2020,13,4,2020
Africa,8730,14/04/2020,14,4,2020
Africa,9100,15/04/2020,15,4,2020
Africa,9650,16/04/2020,16,4,2020
Africa,10150,17/04/2020,17,4,2020
Africa,10580,18/04/2020,18,4,2020
Africa,11200,19/04/2020,19,4,2020
Africa,11590,20/04/2020,20,4,2020
Africa,11890,21/04/2020,21,4,2020
Africa,12400,22/04/2020,22,4,2020
Africa,12970,23/04/2020,23,4,2020
Africa,13240,24/04/2020,24,4,2020
Africa,13720,25/04/2020,25,4,2020
Africa,14220,26/04/2020,26,4,2020
Africa,14610,27/04/2020,27,4,2020
Africa,15220,28/04/2020,28,4,2020
Africa,15880,29/04/2020,29,4,2020
Africa,16340,30/04/2020,30,4,2020
Africa,16900,01/05/2020,1,5,2020
Africa,17590,02/05/2020,2,5,2020
Africa,17960,03/05/2020,3,5,2020
Africa,18420,04/05/2020,4,5,2020
Africa,19060,05/05/2020,5,5,2020
Africa,20060,06/05/2020,6,5,2020
Africa,20730,07/05/2020,7,5,2020
Africa,21540,08/05/2020,8,5,2020
Africa,22210,09/05/2020,9,5,2020
Africa,22900,10/05/2020,10,5,2020
Africa,23440,11/05/2020,11,5,2020
Africa,23950,12/05/2020,12,5,2020
Africa,24930,13/05/2020,13,5,2020
Africa,25620,14/05/2020,14,5,2020
Africa,26240,15/05/2020,15,5,2020
Africa,27080,16/05/2020,16,5,2020
Africa,27580,17/05/2020,17,5,2020
Africa,28310,18/05/2020,18,5,2020
Africa,29060,19/05/2020,19,5,2020
Africa,29900,20/05/2020,20,5,2020
Africa,30950,21/05/2020,21,5,2020
Africa,31830,22/05/2020,22,5,2020
Africa,32550,23/05/2020,23,5,2020
Africa,33540,24/05/2020,24,5,2020
Africa,34790,25/05/2020,25,5,2020
Africa,35910,26/05/2020,26,5,2020
Africa,36980,27/05/2020,27,5,2020
Africa,37910,28/05/2020,28,5,2020
Africa,39220,29/05/2020,29,5,2020
Africa,40690,30/05/2020,30,5,2020
Africa,42220,31/05/2020,31,5,2020
Africa,43430,01/06/2020,1,6,2020
Africa,44930,02/06/2020,2,6,2020
Africa,46010,03/06/2020,3,6,2020
Africa,47560,04/06/2020,4,6,2020
Africa,49130,05/06/2020,5,6,2020
Africa,50550,06/06/2020,6,6,2020
Africa,51880,07/06/2020,7,6,2020
Africa,53630,08/06/2020,8,6,2020
Africa,55370,09/06/2020,9,6,2020
Africa,56880,10/06/2020,10,6,2020
Africa,58510,11/06/2020,11,6,2020
Africa,60490,12/06/2020,12,6,2020
Africa,62530,13/06/2020,13,6,2020
Africa,64590,14/06/2020,14,6,2020
Africa,67610,15/06/2020,15,6,2020
Africa,70150,16/06/2020,16,6,2020
Africa,72180,17/06/2020,17,6,2020
Africa,74190,18/06/2020,18,6,2020
Africa,76820,19/06/2020,19,6,2020
Africa,79180,20/06/2020,20,6,2020
Africa,81140,21/06/2020,21,6,2020
Africa,83380,22/06/2020,22,6,2020
Africa,86200,23/06/2020,23,6,2020
Africa,88550,24/06/2020,24,6,2020
Africa,90690,25/06/2020,25,6,2020
Africa,92820,26/06/2020,26,6,2020
Africa,94840,27/06/2020,27,6,2020
Africa,96630,28/06/2020,28,6,2020
Africa,98770,29/06/2020,29,6,2020
Africa,101460,30/06/2020,30,6,2020
Africa,104040,01/07/2020,1,7,2020
Africa,106430,02/07/2020,2,7,2020
Africa,108820,03/07/2020,3,7,2020
Africa,110830,04/07/2020,4,7,2020
Africa,113630,05/07/2020,5,7,2020
Africa,116100,06/07/2020,6,7,2020
Africa,119750,07/07/2020,7,7,2020
Africa,122320,08/07/2020,8,7,2020
Africa,124570,09/07/2020,9,7,2020
Africa,127630,10/07/2020,10,7,2020
Africa,129880,11/07/2020,11,7,2020
Africa,132410,12/07/2020,12,7,2020
Africa,134630,13/07/2020,13,7,2020
Africa,137620,14/07/2020,14,7,2020
Africa,139880,15/07/2020,15,7,2020
Africa,143560,16/07/2020,16,7,2020
Africa,146720,17/07/2020,17,7,2020
Africa,149530,18/07/2020,18,7,2020
Africa,151690,19/07/2020,19,7,2020
Africa,154230,20/07/2020,20,7,2020
Africa,157370,21/07/2020,21,7,2020
Africa,164450,22/07/2020,22,7,2020
Africa,167130,23/07/2020,23,7,2020
Africa,171040,24/07/2020,24,7,2020
Africa,175210,25/07/2020,25,7,2020
Africa,177650,26/07/2020,26,7,2020
Africa,181750,27/07/2020,27,7,2020
Africa,184970,28/07/2020,28,7,2020
Africa,188640,29/07/2020,29,7,2020
Africa,193170,30/07/2020,30,7,2020
Africa,196800,31/07/2020,31,7,2020
Africa,199740,01/08/2020,1,8,2020
Africa,203040,02/08/2020,2,8,2020
Africa,206260,03/08/2020,3,8,2020
Africa,210990,04/08/2020,4,8,2020
Africa,216380,05/08/2020,5,8,2020
Africa,220690,06/08/2020,6,8,2020
Africa,225080,07/08/2020,7,8,2020
Africa,229200,08/08/2020,8,8,2020
Africa,232790,09/08/2020,9,8,2020
Africa,235980,10/08/2020,10,8,2020
Africa,238650,11/08/2020,11,8,2020
Africa,242740,12/08/2020,12,8,2020
Africa,246820,13/08/2020,13,8,2020
Africa,250980,14/08/2020,14,8,2020
Africa,253380,15/08/2020,15,8,2020
Africa,256330,16/08/2020,16,8,2020
Africa,258970,17/08/2020,17,8,2020
Africa,263120,18/08/2020,18,8,2020
Africa,266400,19/08/2020,19,8,2020
Africa,269770,20/08/2020,20,8,2020
Africa,273290,21/08/2020,21,8,2020
Africa,276030,22/08/2020,22,8,2020
Africa,277850,23/08/2020,23,8,2020
Africa,280050,24/08/2020,24,8,2020
Africa,282880,25/08/2020,25,8,2020
Africa,286070,26/08/2020,26,8,2020
Africa,288600,27/08/2020,27,8,2020
Africa,290910,28/08/2020,28,8,2020
Africa,294220,29/08/2020,29,8,2020
Africa,295860,30/08/2020,30,8,2020
Africa,298120,31/08/2020,31,8,2020
Africa,300540,01/09/2020,1,9,2020
Africa,303190,02/09/2020,2,9,2020
Africa,306160,03/09/2020,3,9,2020
Africa,308540,04/09/2020,4,9,2020
Africa,310790,05/09/2020,5,9,2020
Africa,313030,06/09/2020,6,9,2020
Africa,315210,07/09/2020,7,9,2020
Africa,317470,08/09/2020,8,9,2020
Africa,319390,09/09/2020,9,9,2020
Africa,321240,10/09/2020,10,9,2020
Africa,323550,11/09/2020,11,9,2020
Africa,325010,12/09/2020,12,9,2020
Africa,326220,13/09/2020,13,9,2020
Africa,327930,14/09/2020,14,9,2020
Africa,330700,15/09/2020,15,9,2020
Africa,332490,16/09/2020,16,9,2020
Africa,334280,17/09/2020,17,9,2020
Africa,336210,18/09/2020,18,9,2020
Africa,338230,19/09/2020,19,9,2020
Africa,339560,20/09/2020,20,9,2020
Africa,340820,21/09/2020,21,9,2020
Africa,343220,22/09/2020,22,9,2020
Africa,345310,23/09/2020,23,9,2020
Africa,347060,24/09/2020,24,9,2020
Africa,348600,25/09/2020,25,9,2020
Africa,350280,26/09/2020,26,9,2020
Africa,351630,27/09/2020,27,9,2020
Africa,354570,28/09/2020,28,9,2020
Africa,356740,29/09/2020,29,9,2020
Africa,358630,30/09/2020,30,9,2020
Africa,360800,01/10/2020,1,10,2020
Africa,362290,02/10/2020,2,10,2020
Africa,363400,03/10/2020,3,10,2020
Africa,365100,04/10/2020,4,10,2020
Africa,366380,05/10/2020,5,10,2020
Africa,368260,06/10/2020,6,10,2020
Africa,370950,07/10/2020,7,10,2020
Africa,373930,08/10/2020,8,10,2020
Africa,376290,09/10/2020,9,10,2020
Africa,379000,10/10/2020,10,10,2020
Africa,381080,11/10/2020,11,10,2020
Africa,383010,12/10/2020,12,10,2020
Africa,385720,13/10/2020,13,10,2020
Africa,388350,14/10/2020,14,10,2020
Africa,390890,15/10/2020,15,10,2020
Africa,392960,16/10/2020,16,10,2020
Africa,395610,17/10/2020,17,10,2020
Africa,397460,18/10/2020,18,10,2020
Africa,399300,19/10/2020,19,10,2020
Africa,402280,20/10/2020,20,10,2020
Africa,404800,21/10/2020,21,10,2020
Africa,406960,22/10/2020,22,10,2020
Africa,409200,23/10/2020,23,10,2020
Africa,411430,24/10/2020,24,10,2020
Africa,412590,25/10/2020,25,10,2020
Africa,416070,26/10/2020,26,10,2020
Africa,417890,27/10/2020,27,10,2020
Africa,421350,28/10/2020,28,10,2020
Africa,423370,29/10/2020,29,10,2020
Africa,426290,30/10/2020,30,10,2020
Africa,428530,31/10/2020,31,10,2020
Africa,431750,01/11/2020,1,11,2020
Africa,433890,02/11/2020,2,11,2020
Africa,437050,03/11/2020,3,11,2020
Africa,439400,04/11/2020,4,11,2020
Africa,442440,05/11/2020,5,11,2020
Africa,444670,06/11/2020,6,11,2020
Africa,448450,07/11/2020,7,11,2020
Africa,453600,08/11/2020,8,11,2020
Africa,456090,09/11/2020,9,11,2020
Africa,459500,10/11/2020,10,11,2020
Africa,462820,11/11/2020,11,11,2020
Africa,465510,12/11/2020,12,11,2020
Africa,468310,13/11/2020,13,11,2020
Africa,470660,14/11/2020,14,11,2020
Africa,473620,15/11/2020,15,11,2020
Africa,476410,16/11/2020,16,11,2020
Africa,480340,17/11/2020,17,11,2020
Africa,484260,18/11/2020,18,11,2020
Africa,487020,19/11/2020,19,11,2020
Africa,491140,20/11/2020,20,11,2020
Africa,494280,21/11/2020,21,11,2020
Africa,497180,22/11/2020,22,11,2020
Africa,499870,23/11/2020,23,11,2020
Africa,503310,24/11/2020,24,11,2020
Africa,506460,25/11/2020,25,11,2020
Africa,509440,26/11/2020,26,11,2020
Africa,512640,27/11/2020,27,11,2020
Africa,514990,28/11/2020,28,11,2020
Africa,517230,29/11/2020,29,11,2020
Africa,519920,30/11/2020,30,11,2020
Africa,522500,01/12/2020,1,12,2020
Africa,525800,02/12/2020,2,12,2020
Africa,528470,03/12/2020,3,12,2020
Africa,532770,04/12/2020,4,12,2020
Africa,535640,05/12/2020,5,12,2020
Africa,538700,06/12/2020,6,12,2020
Africa,541180,07/12/2020,7,12,2020
Africa,545200,08/12/2020,8,12,2020
Africa,548700,09/12/2020,9,12,2020
Africa,552640,10/12/2020,10,12,2020
Africa,556620,11/12/2020,11,12,2020
Africa,559880,12/12/2020,12,12,2020
Africa,563340,13/12/2020,13,12,2020
Africa,566450,14/12/2020,14,12,2020
Africa,570720,15/12/2020,15,12,2020
Africa,574180,16/12/2020,16,12,2020
Africa,578140,17/12/2020,17,12,2020
Africa,583100,18/12/2020,18,12,2020
Africa,587590,19/12/2020,19,12,2020
Africa,590990,20/12/2020,20,12,2020
Africa,595280,21/12/2020,21,12,2020
Africa,600570,22/12/2020,22,12,2020
Africa,608770,23/12/2020,23,12,2020
Africa,614310,24/12/2020,24,12,2020
Africa,619550,25/12/2020,25,12,2020
Africa,623740,26/12/2020,26,12,2020
Africa,628060,27/12/2020,27,12,2020
Africa,633510,28/12/2020,28,12,2020
Africa,640680,29/12/2020,29,12,2020
Africa,647690,30/12/2020,30,12,2020
Africa,654680,31/12/2020,31,12,2020
Africa,661260,01/01/2021,1,1,2021
Africa,666410,02/01/2021,2,1,2021
Africa,672460,03/01/2021,3,1,2021
Africa,679300,04/01/2021,4,1,2021
Africa,687510,05/01/2021,5,1,2021
Africa,698610,06/01/2021,6,1,2021
Africa,705500,07/01/2021,7,1,2021
Africa,714600,08/01/2021,8,1,2021
Africa,721170,09/01/2021,9,1,2021
Africa,727110,10/01/2021,10,1,2021
Africa,733920,11/01/2021,11,1,2021
Africa,744670,12/01/2021,12,1,2021
Africa,756880,13/01/2021,13,1,2021
Africa,767410,14/01/2021,14,1,2021
Africa,776460,15/01/2021,15,1,2021
Africa,783080,16/01/2021,16,1,2021
Africa,789060,17/01/2021,17,1,2021
Africa,796320,18/01/2021,18,1,2021
Africa,808340,19/01/2021,19,1,2021
Africa,817560,20/01/2021,20,1,2021
Africa,827820,21/01/2021,21,1,2021
Africa,837550,22/01/2021,22,1,2021
Africa,845370,23/01/2021,23,1,2021
Africa,851840,24/01/2021,24,1,2021
Africa,859550,25/01/2021,25,1,2021
Africa,869380,26/01/2021,26,1,2021
Africa,879890,27/01/2021,27,1,2021
Africa,889850,28/01/2021,28,1,2021
Africa,898310,29/01/2021,29,1,2021
Africa,904450,30/01/2021,30,1,2021
Africa,909700,31/01/2021,31,1,2021
Africa,914790,01/02/2021,1,2,2021
Africa,923630,02/02/2021,2,2,2021
Africa,930730,03/02/2021,3,2,2021
Africa,936400,04/02/2021,4,2,2021
Africa,941870,05/02/2021,5,2,2021
Africa,947340,06/02/2021,6,2,2021
Africa,950910,07/02/2021,7,2,2021
Africa,955350,08/02/2021,8,2,2021
Africa,962340,09/02/2021,9,2,2021
Africa,967700,10/02/2021,10,2,2021
Africa,972650,11/02/2021,11,2,2021
Africa,978300,12/02/2021,12,2,2021
Africa,981810,13/02/2021,13,2,2021
Africa,984750,14/02/2021,14,2,2021
Africa,989450,15/02/2021,15,2,2021
Africa,994100,16/02/2021,16,2,2021
Africa,998120,17/02/2021,17,2,2021
Africa,1003250,18/02/2021,18,2,2021
Africa,1007090,19/02/2021,19,2,2021
Africa,1009990,20/02/2021,20,2,2021
Africa,1013360,21/02/2021,21,2,2021
Africa,1016710,22/02/2021,22,2,2021
Africa,1021420,23/02/2021,23,2,2021
Africa,1024680,24/02/2021,24,2,2021
Africa,1028250,25/02/2021,25,2,2021
Africa,1031420,26/02/2021,26,2,2021
Africa,1034810,27/02/2021,27,2,2021
Africa,1037060,28/02/2021,28,2,2021
Africa,1040210,01/03/2021,1,3,2021
Africa,1043840,02/03/2021,2,3,2021
Africa,1046600,03/03/2021,3,3,2021
Africa,1049910,04/03/2021,4,3,2021
Africa,1052160,05/03/2021,5,3,2021
Africa,1054810,06/03/2021,6,3,2021
Africa,1057120,07/03/2021,7,3,2021
Africa,1060910,08/03/2021,8,3,2021
Africa,1063800,09/03/2021,9,3,2021
Africa,1066810,10/03/2021,10,3,2021
Africa,1070040,11/03/2021,11,3,2021
Africa,1072320,12/03/2021,12,3,2021
Africa,1075260,13/03/2021,13,3,2021
Africa,1077770,14/03/2021,14,3,2021
Africa,1080860,15/03/2021,15,3,2021
Africa,1083940,16/03/2021,16,3,2021
Africa,1086710,17/03/2021,17,3,2021
Africa,1089320,18/03/2021,18,3,2021
Africa,1094770,19/03/2021,19,3,2021
Africa,1096740,20/03/2021,20,3,2021
Africa,1099030,21/03/2021,21,3,2021
Africa,1101630,22/03/2021,22,3,2021
Africa,1104850,23/03/2021,23,3,2021
Africa,1108050,24/03/2021,24,3,2021
Africa,1111930,25/03/2021,25,3,2021
Africa,1115350,26/03/2021,26,3,2021
Africa,1117280,27/03/2021,27,3,2021
Africa,1119110,28/03/2021,28,3,2021
Africa,1122250,29/03/2021,29,3,2021
Africa,1125020,30/03/2021,30,3,2021
Africa,1127550,31/03/2021,31,3,2021
Africa,1131650,01/04/2021,1,4,2021
Africa,1134110,02/04/2021,2,4,2021
Africa,1135790,03/04/2021,3,4,2021
Africa,1138510,04/04/2021,4,4,2021
Africa,1140810,05/04/2021,5,4,2021
Africa,1143170,06/04/2021,6,4,2021
Africa,1145840,07/04/2021,7,4,2021
Africa,1149350,08/04/2021,8,4,2021
Africa,1151980,09/04/2021,9,4,2021
Africa,1154210,10/04/2021,10,4,2021
Africa,1157100,11/04/2021,11,4,2021
Africa,1159700,12/04/2021,12,4,2021
Africa,1163770,13/04/2021,13,4,2021
Africa,1167450,14/04/2021,14,4,2021
Africa,1170590,15/04/2021,15,4,2021
Africa,1173660,16/04/2021,16,4,2021
Africa,1176460,17/04/2021,17,4,2021
Africa,1178980,18/04/2021,18,4,2021
Africa,1181970,19/04/2021,19,4,2021
Africa,1186080,20/04/2021,20,4,2021
Africa,1189190,21/04/2021,21,4,2021
Africa,1192250,22/04/2021,22,4,2021
Africa,1196030,23/04/2021,23,4,2021
Africa,1198400,24/04/2021,24,4,2021
Africa,1201310,25/04/2021,25,4,2021
Africa,1204270,26/04/2021,26,4,2021
Africa,1207930,27/04/2021,27,4,2021
Africa,1211330,28/04/2021,28,4,2021
Africa,1215290,29/04/2021,29,4,2021
Africa,1217820,30/04/2021,30,4,2021
Africa,1220660,01/05/2021,1,5,2021
Africa,1222970,02/05/2021,2,5,2021
Africa,1225540,03/05/2021,3,5,2021
Africa,1228890,04/05/2021,4,5,2021
Africa,1232330,05/05/2021,5,5,2021
Africa,1236160,06/05/2021,6,5,2021
Africa,1239050,07/05/2021,7,5,2021
Africa,1241370,08/05/2021,8,5,2021
Africa,1243940,09/05/2021,9,5,2021
Africa,1247450,10/05/2021,10,5,2021
Africa,1250590,11/05/2021,11,5,2021
Africa,1253650,12/05/2021,12,5,2021
Africa,1255950,13/05/2021,13,5,2021
Africa,1258460,14/05/2021,14,5,2021
Africa,1260860,15/05/2021,15,5,2021
Africa,1263090,16/05/2021,16,5,2021
Africa,1265670,17/05/2021,17,5,2021
Africa,1268890,18/05/2021,18,5,2021
Africa,1272440,19/05/2021,19,5,2021
Africa,1276140,20/05/2021,20,5,2021
Africa,1279860,21/05/2021,21,5,2021
Africa,1281950,22/05/2021,22,5,2021
Africa,1283960,23/05/2021,23,5,2021
Africa,1286760,24/05/2021,24,5,2021
Africa,1289550,25/05/2021,25,5,2021
Africa,1292590,26/05/2021,26,5,2021
Africa,1295490,27/05/2021,27,5,2021
Africa,1298490,28/05/2021,28,5,2021
Africa,1301020,29/05/2021,29,5,2021
Africa,1303030,30/05/2021,30,5,2021
Africa,1306340,31/05/2021,31,5,2021
Africa,1309540,01/06/2021,1,6,2021
Africa,1312650,02/06/2021,2,6,2021
Africa,1315160,03/06/2021,3,6,2021
Africa,1317940,04/06/2021,4,6,2021
Africa,1320520,05/06/2021,5,6,2021
Africa,1323000,06/06/2021,6,6,2021
Africa,1325780,07/06/2021,7,6,2021
Africa,1329920,08/06/2021,8,6,2021
Africa,1333560,09/06/2021,9,6,2021
Africa,1336740,10/06/2021,10,6,2021
Africa,1340540,11/06/2021,11,6,2021
Africa,1343870,12/06/2021,12,6,2021
Africa,1346590,13/06/2021,13,6,2021
Africa,1349950,14/06/2021,14,6,2021
Africa,1354700,15/06/2021,15,6,2021
Africa,1358870,16/06/2021,16,6,2021
Africa,1362700,17/06/2021,17,6,2021
Africa,1366610,18/06/2021,18,6,2021
Africa,1370780,19/06/2021,19,6,2021
Africa,1374580,20/06/2021,20,6,2021
Africa,1379470,21/06/2021,21,6,2021
Africa,1385820,22/06/2021,22,6,2021
Africa,1390880,23/06/2021,23,6,2021
Africa,1396350,24/06/2021,24,6,2021
Africa,1401630,25/06/2021,25,6,2021
Africa,1406550,26/06/2021,26,6,2021
Africa,1411030,27/06/2021,27,6,2021
Africa,1416330,28/06/2021,28,6,2021
Africa,1421540,29/06/2021,29,6,2021
Africa,1429350,30/06/2021,30,6,2021
Africa,1437280,01/07/2021,1,7,2021
Africa,1444110,02/07/2021,2,7,2021
Africa,1448990,03/07/2021,3,7,2021
Africa,1455250,04/07/2021,4,7,2021
Africa,1470380,05/07/2021,5,7,2021
Africa,1478720,06/07/2021,6,7,2021
Africa,1486860,07/07/2021,7,7,2021
Africa,1495960,08/07/2021,8,7,2021
Africa,1504700,09/07/2021,9,7,2021
Africa,1511600,10/07/2021,10,7,2021
Africa,1517690,11/07/2021,11,7,2021
Africa,1523970,12/07/2021,12,7,2021
Africa,1534820,13/07/2021,13,7,2021
Africa,1545410,14/07/2021,14,7,2021
Africa,1554420,15/07/2021,15,7,2021
Africa,1564460,16/07/2021,16,7,2021
Africa,1572190,17/07/2021,17,7,2021
Africa,1578930,18/07/2021,18,7,2021
Africa,1586160,19/07/2021,19,7,2021
Africa,1596640,20/07/2021,20,7,2021
Africa,1605900,21/07/2021,21,7,2021
Africa,1615830,22/07/2021,22,7,2021
Africa,1623820,23/07/2021,23,7,2021
Africa,1634560,24/07/2021,24,7,2021
Africa,1643410,25/07/2021,25,7,2021
Africa,1652390,26/07/2021,26,7,2021
Africa,1661000,27/07/2021,27,7,2021
Africa,1671110,28/07/2021,28,7,2021
Africa,1684010,29/07/2021,29,7,2021
Africa,1692010,30/07/2021,30,7,2021
Africa,1700680,31/07/2021,31,7,2021
Africa,1709880,01/08/2021,1,8,2021
Africa,1718590,02/08/2021,2,8,2021
Africa,1728640,03/08/2021,3,8,2021
Africa,1740000,04/08/2021,4,8,2021
Africa,1749040,05/08/2021,5,8,2021
Africa,1759250,06/08/2021,6,8,2021
Africa,1767060,07/08/2021,7,8,2021
Africa,1774210,08/08/2021,8,8,2021
Africa,1782330,09/08/2021,9,8,2021
Africa,1788610,10/08/2021,10,8,2021
Africa,1799790,11/08/2021,11,8,2021
Africa,1811230,12/08/2021,12,8,2021
Africa,1822250,13/08/2021,13,8,2021
Africa,1829350,14/08/2021,14,8,2021
Africa,1836530,15/08/2021,15,8,2021
Africa,1844300,16/08/2021,16,8,2021
Africa,1854900,17/08/2021,17,8,2021
Africa,1865110,18/08/2021,18,8,2021
Africa,1872670,19/08/2021,19,8,2021
Africa,1879680,20/08/2021,20,8,2021
Africa,1885980,21/08/2021,21,8,2021
Africa,1892460,22/08/2021,22,8,2021
Africa,1899580,23/08/2021,23,8,2021
Africa,1907780,24/08/2021,24,8,2021
Africa,1917760,25/08/2021,25,8,2021
Africa,1926280,26/08/2021,26,8,2021
Africa,1933920,27/08/2021,27,8,2021
Africa,1941540,28/08/2021,28,8,2021
Africa,1948300,29/08/2021,29,8,2021
Africa,1954990,30/08/2021,30,8,2021
Africa,1962780,31/08/2021,31,8,2021
Africa,1969170,01/09/2021,1,9,2021
Africa,1977630,02/09/2021,2,9,2021
Africa,1983790,03/09/2021,3,9,2021
Africa,1988930,04/09/2021,4,9,2021
Africa,1992680,05/09/2021,5,9,2021
Africa,1998060,06/09/2021,6,9,2021
Africa,2004200,07/09/2021,7,9,2021
Africa,2009280,08/09/2021,8,9,2021
Africa,2014920,09/09/2021,9,9,2021
Africa,2021090,10/09/2021,10,9,2021
Africa,2024960,11/09/2021,11,9,2021
Africa,2028790,12/09/2021,12,9,2021
Africa,2033160,13/09/2021,13,9,2021
Africa,2039240,14/09/2021,14,9,2021
Africa,2043610,15/09/2021,15,9,2021
Africa,2049420,16/09/2021,16,9,2021
Africa,2053860,17/09/2021,17,9,2021
Africa,2057720,18/09/2021,18,9,2021
Africa,2060210,19/09/2021,19,9,2021
Africa,2063380,20/09/2021,20,9,2021
Africa,2067440,21/09/2021,21,9,2021
Africa,2072230,22/09/2021,22,9,2021
Africa,2076880,23/09/2021,23,9,2021
Africa,2082400,24/09/2021,24,9,2021
Africa,2085280,25/09/2021,25,9,2021
Africa,2087610,26/09/2021,26,9,2021
Africa,2092100,27/09/2021,27,9,2021
Africa,2095980,28/09/2021,28,9,2021
Africa,2099310,29/09/2021,29,9,2021
Africa,2104070,30/09/2021,30,9,2021
Africa,2115990,01/10/2021,1,10,2021
Africa,2118090,02/10/2021,2,10,2021
Africa,2120460,03/10/2021,3,10,2021
Africa,2122490,04/10/2021,4,10,2021
Africa,2125750,05/10/2021,5,10,2021
Africa,2128860,06/10/2021,6,10,2021
Africa,2132120,07/10/2021,7,10,2021
Africa,2135310,08/10/2021,8,10,2021
Africa,2137080,09/10/2021,9,10,2021
Africa,2139360,10/10/2021,10,10,2021
Africa,2141400,11/10/2021,11,10,2021
Africa,2144020,12/10/2021,12,10,2021
Africa,2146670,13/10/2021,13,10,2021
Africa,2148540,14/10/2021,14,10,2021
Africa,2150860,15/10/2021,15,10,2021
Africa,2153150,16/10/2021,16,10,2021
Africa,2155090,17/10/2021,17,10,2021
Africa,2156690,18/10/2021,18,10,2021
Africa,2159090,19/10/2021,19,10,2021
Africa,2161540,20/10/2021,20,10,2021
Africa,2164030,21/10/2021,21,10,2021
Africa,2165890,22/10/2021,22,10,2021
Africa,2167840,23/10/2021,23,10,2021
Africa,2169360,24/10/2021,24,10,2021
Africa,2171220,25/10/2021,25,10,2021
Africa,2173390,26/10/2021,26,10,2021
Africa,2176210,27/10/2021,27,10,2021
Africa,2178200,28/10/2021,28,10,2021
Africa,2179870,29/10/2021,29,10,2021
Africa,2181090,30/10/2021,30,10,2021
Africa,2182440,31/10/2021,31,10,2021
Africa,2183950,01/11/2021,1,11,2021
Africa,2185790,02/11/2021,2,11,2021
Africa,2187700,03/11/2021,3,11,2021
Africa,2189650,04/11/2021,4,11,2021
Africa,2192010,05/11/2021,5,11,2021
Africa,2193640,06/11/2021,6,11,2021
Africa,2195060,07/11/2021,7,11,2021
Africa,2196510,08/11/2021,8,11,2021
Africa,2198210,09/11/2021,9,11,2021
Africa,2200440,10/11/2021,10,11,2021
Africa,2202330,11/11/2021,11,11,2021
Africa,2204030,12/11/2021,12,11,2021
Africa,2205340,13/11/2021,13,11,2021
Africa,2206160,14/11/2021,14,11,2021
Africa,2208240,15/11/2021,15,11,2021
Africa,2210160,16/11/2021,16,11,2021
Africa,2211730,17/11/2021,17,11,2021
Africa,2213470,18/11/2021,18,11,2021
Africa,2214770,19/11/2021,19,11,2021
Africa,2216030,20/11/2021,20,11,2021
Africa,2217320,21/11/2021,21,11,2021
Africa,2218690,22/11/2021,22,11,2021
Africa,2220580,23/11/2021,23,11,2021
Africa,2222250,24/11/2021,24,11,2021
Africa,2224870,25/11/2021,25,11,2021
Africa,2226080,26/11/2021,26,11,2021
Africa,2227290,27/11/2021,27,11,2021
Africa,2228010,28/11/2021,28,11,2021
