year,richter,region,deaths,lon,lat
2,7,Denmark,5677110.0,12.34,55.41
3,7,Denmark,1768160.0,12.34,55.41
4,7,Denmark,1368490.0,12.34,55.41
5,7,Denmark,1084240.0,12.34,55.41
6,7,Denmark,1126190.0,12.34,55.41
7,7,Denmark,1100230.0,12.34,55.41
8,7,Denmark,1141390.0,12.34,55.41
9,7,Denmark,1180140.0,12.34,55.41
10,7,Denmark,1122720.0,12.34,55.41
11,7,Denmark,1090200.0,12.34,55.41
12,7,Denmark,1078250.0,12.34,55.41
1,4,Djibouti,9630.0,42.2,11.08
2,3,Djibouti,370.0,42.2,11.08
3,3,Djibouti,820.0,42.2,11.08
4,3,Djibouti,780.0,42.2,11.08
5,4,Djibouti,1180.0,42.2,11.08
6,4,Djibouti,1130.0,42.2,11.08
7,4,Djibouti,1030.0,42.2,11.08
8,3,Djibouti,610.0,42.2,11.08
9,4,Djibouti,1100.0,42.2,11.08
10,4,Djibouti,1420.0,42.2,11.08
11,4,Djibouti,1000.0,42.2,11.08
12,4,Djibouti,1270.0,42.2,11.08
1,5,Dominica,19280.0,-61.24,15.2
2,4,Dominica,8050.0,-61.24,15.2
3,4,Dominica,5120.0,-61.24,15.2
4,4,Dominica,4820.0,-61.24,15.2
5,5,Dominica,16060.0,-61.24,15.2
6,4,Dominica,5160.0,-61.24,15.2
7,4,Dominica,4380.0,-61.24,15.2
8,4,Dominica,2380.0,-61.24,15.2
9,5,Dominica,14520.0,-61.24,15.2
10,4,Dominica,2520.0,-61.24,15.2
11,4,Dominica,4810.0,-61.24,15.2
12,4,Dominica,2360.0,-61.24,15.2
1,6,Dominican Republic,873970.0,-69.59,18.3
2,5,Dominican Republic,96990.0,-69.59,18.3
3,5,Dominican Republic,88530.0,-69.59,18.3
4,6,Dominican Republic,115440.0,-69.59,18.3
5,6,Dominican Republic,128440.0,-69.59,18.3
6,6,Dominican Republic,242150.0,-69.59,18.3
7,6,Dominican Republic,184360.0,-69.59,18.3
8,6,Dominican Republic,140620.0,-69.59,18.3
9,6,Dominican Republic,107500.0,-69.59,18.3
10,6,Dominican Republic,105440.0,-69.59,18.3
11,6,Dominican Republic,143960.0,-69.59,18.3
12,6,Dominican Republic,140220.0,-69.59,18.3
1,7,Ecuador,1552850.0,-78.35,-0.15
2,6,Ecuador,626260.0,-78.35,-0.15
3,6,Ecuador,369500.0,-78.35,-0.15
4,6,Ecuador,233340.0,-78.35,-0.15
5,6,Ecuador,174660.0,-78.35,-0.15
6,6,Ecuador,379850.0,-78.35,-0.15
7,6,Ecuador,467180.0,-78.35,-0.15
8,6,Ecuador,316590.0,-78.35,-0.15
9,6,Ecuador,133680.0,-78.35,-0.15
10,6,Ecuador,161550.0,-78.35,-0.15
11,6,Ecuador,166370.0,-78.35,-0.15
12,6,Ecuador,328620.0,-78.35,-0.15
1,6,Egypt,346190.0,31.14,30.01
2,6,Egypt,353170.0,31.14,30.01
3,6,Egypt,141560.0,31.14,30.01
4,6,Egypt,117620.0,31.14,30.01
5,5,Egypt,42140.0,31.14,30.01
6,5,Egypt,42340.0,31.14,30.01
7,5,Egypt,40160.0,31.14,30.01
8,5,Egypt,39060.0,31.14,30.01
9,5,Egypt,39870.0,31.14,30.01
10,5,Egypt,40010.0,31.14,30.01
11,5,Egypt,67650.0,31.14,30.01
12,5,Egypt,30930.0,31.14,30.01
1,6,El Salvador,120840.0,-89.1,13.4
2,6,El Salvador,212550.0,-89.1,13.4
3,5,El Salvador,53240.0,-89.1,13.4
4,0,El Salvador,0.0,-89.1,13.4
5,5,El Salvador,16460.0,-89.1,13.4
6,5,El Salvador,55120.0,-89.1,13.4
7,6,El Salvador,104180.0,-89.1,13.4
8,6,El Salvador,222910.0,-89.1,13.4
9,4,El Salvador,6100.0,-89.1,13.4
10,4,El Salvador,3030.0,-89.1,13.4
11,0,El Salvador,0.0,-89.1,13.4
12,4,El Salvador,3970.0,-89.1,13.4
1,0,England,0.0,-0.05,51.36
2,0,England,0.0,-0.05,51.36
3,0,England,0.0,-0.05,51.36
4,0,England,0.0,-0.05,51.36
5,0,England,0.0,-0.05,51.36
6,0,England,0.0,-0.05,51.36
7,0,England,0.0,-0.05,51.36
8,0,England,0.0,-0.05,51.36
9,0,England,0.0,-0.05,51.36
10,0,England,0.0,-0.05,51.36
11,0,England,0.0,-0.05,51.36
12,0,England,0.0,-0.05,51.36
1,5,Equatorial Guinea,10320.0,8.5,3.45
2,3,Equatorial Guinea,280.0,8.5,3.45
3,4,Equatorial Guinea,1100.0,8.5,3.45
4,3,Equatorial Guinea,480.0,8.5,3.45
5,4,Equatorial Guinea,2990.0,8.5,3.45
6,4,Equatorial Guinea,1090.0,8.5,3.45
7,4,Equatorial Guinea,7640.0,8.5,3.45
8,4,Equatorial Guinea,2730.0,8.5,3.45
9,3,Equatorial Guinea,540.0,8.5,3.45
10,4,Equatorial Guinea,6160.0,8.5,3.45
11,3,Equatorial Guinea,970.0,8.5,3.45
12,4,Equatorial Guinea,1430.0,8.5,3.45
1,4,Eritrea,9180.0,38.55,15.19
2,4,Eritrea,1260.0,38.55,15.19
3,3,Eritrea,620.0,38.55,15.19
4,3,Eritrea,990.0,38.55,15.19
5,3,Eritrea,940.0,38.55,15.19
6,3,Eritrea,960.0,38.55,15.19
7,4,Eritrea,2790.0,38.55,15.19
8,3,Eritrea,780.0,38.55,15.19
9,3,Eritrea,660.0,38.55,15.19
10,4,Eritrea,1030.0,38.55,15.19
11,4,Eritrea,1510.0,38.55,15.19
12,4,Eritrea,1060.0,38.55,15.19
1,6,Estonia,931470.0,24.48,59.22
2,6,Estonia,970270.0,24.48,59.22
3,6,Estonia,382990.0,24.48,59.22
4,6,Estonia,215710.0,24.48,59.22
5,6,Estonia,178380.0,24.48,59.22
6,6,Estonia,151110.0,24.48,59.22
7,6,Estonia,114410.0,24.48,59.22
8,6,Estonia,163260.0,24.48,59.22
9,6,Estonia,176600.0,24.48,59.22
10,6,Estonia,142250.0,24.48,59.22
11,6,Estonia,121900.0,24.48,59.22
12,6,Estonia,164180.0,24.48,59.22
1,5,Eswatini,11820.0,31.06,-26.18
2,4,Eswatini,5520.0,31.06,-26.18
3,4,Eswatini,7450.0,31.06,-26.18
4,5,Eswatini,12100.0,31.06,-26.18
5,5,Eswatini,13230.0,31.06,-26.18
6,4,Eswatini,5480.0,31.06,-26.18
7,4,Eswatini,3930.0,31.06,-26.18
8,4,Eswatini,2990.0,31.06,-26.18
9,4,Eswatini,3300.0,31.06,-26.18
10,4,Eswatini,4370.0,31.06,-26.18
11,4,Eswatini,5170.0,31.06,-26.18
12,4,Eswatini,3760.0,31.06,-26.18
1,6,Ethiopia,194210.0,38.42,9.02
2,5,Ethiopia,48240.0,38.42,9.02
3,5,Ethiopia,37350.0,38.42,9.02
4,5,Ethiopia,57510.0,38.42,9.02
5,5,Ethiopia,65360.0,38.42,9.02
6,6,Ethiopia,139820.0,38.42,9.02
7,5,Ethiopia,49110.0,38.42,9.02
8,5,Ethiopia,28480.0,38.42,9.02
9,5,Ethiopia,21460.0,38.42,9.02
10,5,Ethiopia,35980.0,38.42,9.02
11,5,Ethiopia,41490.0,38.42,9.02
12,5,Ethiopia,57580.0,38.42,9.02
1,3,Falkland Islands,350.0,-59.51,-51.4
2,3,Falkland Islands,230.0,-59.51,-51.4
3,2,Falkland Islands,60.0,-59.51,-51.4
4,3,Falkland Islands,730.0,-59.51,-51.4
5,4,Falkland Islands,5630.0,-59.51,-51.4
6,4,Falkland Islands,2970.0,-59.51,-51.4
7,2,Falkland Islands,40.0,-59.51,-51.4
8,3,Falkland Islands,360.0,-59.51,-51.4
9,3,Falkland Islands,440.0,-59.51,-51.4
10,3,Falkland Islands,200.0,-59.51,-51.4
11,3,Falkland Islands,100.0,-59.51,-51.4
12,4,Falkland Islands,7360.0,-59.51,-51.4
1,5,Fiji,53400.0,178.3,-18.06
2,4,Fiji,9590.0,178.3,-18.06
3,5,Fiji,12050.0,178.3,-18.06
4,4,Fiji,5980.0,178.3,-18.06
5,4,Fiji,9750.0,178.3,-18.06
6,4,Fiji,6600.0,178.3,-18.06
7,5,Fiji,14790.0,178.3,-18.06
8,5,Fiji,19210.0,178.3,-18.06
9,4,Fiji,2990.0,178.3,-18.06
10,4,Fiji,6280.0,178.3,-18.06
11,4,Fiji,5150.0,178.3,-18.06
12,4,Fiji,7910.0,178.3,-18.06
1,7,Finland,1802710.0,25.03,60.15
2,6,Finland,939580.0,25.03,60.15
3,7,Finland,1791920.0,25.03,60.15
4,7,Finland,1848750.0,25.03,60.15
5,6,Finland,686410.0,25.03,60.15
6,6,Finland,512220.0,25.03,60.15
7,6,Finland,971640.0,25.03,60.15
8,6,Finland,535490.0,25.03,60.15
9,6,Finland,500160.0,25.03,60.15
10,6,Finland,775300.0,25.03,60.15
11,6,Finland,844770.0,25.03,60.15
12,6,Finland,464810.0,25.03,60.15
1,8,France,74313060.0,2.2,48.5
2,8,France,18437260.0,2.2,48.5
3,8,France,29336650.0,2.2,48.5
4,8,France,25535620.0,2.2,48.5
5,8,France,17655910.0,2.2,48.5
6,8,France,23502820.0,2.2,48.5
7,8,France,22056410.0,2.2,48.5
8,8,France,15297480.0,2.2,48.5
9,8,France,13745690.0,2.2,48.5
10,8,France,16046680.0,2.2,48.5
11,8,France,17645770.0,2.2,48.5
12,8,France,19884640.0,2.2,48.5
1,5,French Polynesia,28050.0,-149.34,-17.32
2,6,French Polynesia,135370.0,-149.34,-17.32
3,5,French Polynesia,38150.0,-149.34,-17.32
4,4,French Polynesia,4510.0,-149.34,-17.32
5,4,French Polynesia,6710.0,-149.34,-17.32
6,4,French Polynesia,4140.0,-149.34,-17.32
7,5,French Polynesia,20900.0,-149.34,-17.32
8,5,French Polynesia,17430.0,-149.34,-17.32
9,5,French Polynesia,19960.0,-149.34,-17.32
10,4,French Polynesia,6980.0,-149.34,-17.32
11,5,French Polynesia,26530.0,-149.34,-17.32
12,4,French Polynesia,6550.0,-149.34,-17.32
1,5,Gabon,21480.0,9.26,0.25
2,4,Gabon,3620.0,9.26,0.25
3,4,Gabon,8620.0,9.26,0.25
4,4,Gabon,1150.0,9.26,0.25
5,3,Gabon,580.0,9.26,0.25
6,4,Gabon,2340.0,9.26,0.25
7,5,Gabon,17680.0,9.26,0.25
8,3,Gabon,600.0,9.26,0.25
9,4,Gabon,4140.0,9.26,0.25
10,4,Gabon,6430.0,9.26,0.25
11,3,Gabon,870.0,9.26,0.25
12,4,Gabon,4310.0,9.26,0.25
1,4,Gambia,7410.0,-16.4,13.28
2,3,Gambia,650.0,-16.4,13.28
3,3,Gambia,680.0,-16.4,13.28
4,4,Gambia,2290.0,-16.4,13.28
5,2,Gambia,70.0,-16.4,13.28
6,4,Gambia,4230.0,-16.4,13.28
7,3,Gambia,690.0,-16.4,13.28
8,4,Gambia,1360.0,-16.4,13.28
9,4,Gambia,2290.0,-16.4,13.28
10,4,Gambia,1130.0,-16.4,13.28
11,4,Gambia,3360.0,-16.4,13.28
12,0,Gambia,0.0,-16.4,13.28
1,7,Georgia,2374210.0,44.5,41.43
2,7,Georgia,1984780.0,44.5,41.43
3,6,Georgia,533190.0,44.5,41.43
4,6,Georgia,350020.0,44.5,41.43
5,6,Georgia,332390.0,44.5,41.43
6,6,Georgia,269300.0,44.5,41.43
7,6,Georgia,411330.0,44.5,41.43
8,6,Georgia,559630.0,44.5,41.43
9,6,Georgia,486940.0,44.5,41.43
10,6,Georgia,275150.0,44.5,41.43
11,6,Georgia,611380.0,44.5,41.43
12,6,Georgia,552470.0,44.5,41.43
1,8,Germany,30499650.0,13.25,52.3
2,8,Germany,34788580.0,13.25,52.3
3,8,Germany,51161690.0,13.25,52.3
4,8,Germany,31900900.0,13.25,52.3
5,8,Germany,14463460.0,13.25,52.3
6,8,Germany,21664470.0,13.25,52.3
7,8,Germany,31850780.0,13.25,52.3
8,8,Germany,13958870.0,13.25,52.3
9,8,Germany,18270910.0,13.25,52.3
10,8,Germany,23606410.0,13.25,52.3
11,8,Germany,16966440.0,13.25,52.3
12,8,Germany,13474680.0,13.25,52.3
1,5,Ghana,59280.0,-0.06,5.35
2,5,Ghana,30250.0,-0.06,5.35
3,5,Ghana,25450.0,-0.06,5.35
4,5,Ghana,13400.0,-0.06,5.35
5,5,Ghana,18290.0,-0.06,5.35
6,5,Ghana,42180.0,-0.06,5.35
7,5,Ghana,13180.0,-0.06,5.35
8,5,Ghana,21880.0,-0.06,5.35
9,5,Ghana,20650.0,-0.06,5.35
10,5,Ghana,20250.0,-0.06,5.35
11,4,Ghana,5680.0,-0.06,5.35
12,5,Ghana,10130.0,-0.06,5.35
1,7,Greece,5198650.0,23.46,37.58
2,7,Greece,4737280.0,23.46,37.58
3,7,Greece,5063810.0,23.46,37.58
4,7,Greece,3068940.0,23.46,37.58
5,7,Greece,1972240.0,23.46,37.58
6,7,Greece,3552810.0,23.46,37.58
7,7,Greece,6025920.0,23.46,37.58
8,7,Greece,3703660.0,23.46,37.58
9,7,Greece,3178630.0,23.46,37.58
10,7,Greece,2103760.0,23.46,37.58
11,7,Greece,2937930.0,23.46,37.58
12,7,Greece,1832710.0,23.46,37.58
1,5,Greenland,43900.0,-51.35,64.1
2,4,Greenland,3280.0,-51.35,64.1
3,4,Greenland,5570.0,-51.35,64.1
4,4,Greenland,3320.0,-51.35,64.1
5,4,Greenland,2700.0,-51.35,64.1
6,0,Greenland,0.0,-51.35,64.1
7,4,Greenland,6470.0,-51.35,64.1
8,4,Greenland,7180.0,-51.35,64.1
9,4,Greenland,5280.0,-51.35,64.1
10,4,Greenland,5260.0,-51.35,64.1
11,4,Greenland,6070.0,-51.35,64.1
12,4,Greenland,4570.0,-51.35,64.1
1,5,Grenada,42050.0,-61.7488,12.0561
2,4,Grenada,6460.0,-61.7488,12.0561
3,4,Grenada,5210.0,-61.7488,12.0561
4,5,Grenada,13670.0,-61.7488,12.0561
5,5,Grenada,21860.0,-61.7488,12.0561
6,4,Grenada,8530.0,-61.7488,12.0561
7,4,Grenada,5210.0,-61.7488,12.0561
8,4,Grenada,7820.0,-61.7488,12.0561
9,4,Grenada,4050.0,-61.7488,12.0561
10,4,Grenada,4820.0,-61.7488,12.0561
11,5,Grenada,12190.0,-61.7488,12.0561
12,4,Grenada,2930.0,-61.7488,12.0561
1,6,Guatemala,654560.0,-90.22,14.4
2,6,Guatemala,597380.0,-90.22,14.4
3,6,Guatemala,392120.0,-90.22,14.4
4,6,Guatemala,249910.0,-90.22,14.4
5,6,Guatemala,260300.0,-90.22,14.4
6,6,Guatemala,543030.0,-90.22,14.4
7,7,Guatemala,1057720.0,-90.22,14.4
8,6,Guatemala,539140.0,-90.22,14.4
9,6,Guatemala,361530.0,-90.22,14.4
10,6,Guatemala,271540.0,-90.22,14.4
11,6,Guatemala,295540.0,-90.22,14.4
12,6,Guatemala,534960.0,-90.22,14.4
1,0,Guernsey,0.0,-2.33,49.26
2,0,Guernsey,0.0,-2.33,49.26
3,0,Guernsey,0.0,-2.33,49.26
4,0,Guernsey,0.0,-2.33,49.26
5,0,Guernsey,0.0,-2.33,49.26
6,0,Guernsey,0.0,-2.33,49.26
7,0,Guernsey,0.0,-2.33,49.26
8,0,Guernsey,0.0,-2.33,49.26
9,0,Guernsey,0.0,-2.33,49.26
10,0,Guernsey,0.0,-2.33,49.26
11,0,Guernsey,0.0,-2.33,49.26
12,0,Guernsey,0.0,-2.33,49.26
1,5,Guinea,18360.0,-13.49,9.29
2,4,Guinea,3180.0,-13.49,9.29
3,4,Guinea,4980.0,-13.49,9.29
4,4,Guinea,3100.0,-13.49,9.29
5,4,Guinea,5640.0,-13.49,9.29
6,4,Guinea,3130.0,-13.49,9.29
7,5,Guinea,10190.0,-13.49,9.29
8,3,Guinea,320.0,-13.49,9.29
9,4,Guinea,6030.0,-13.49,9.29
10,4,Guinea,1140.0,-13.49,9.29
11,4,Guinea,2250.0,-13.49,9.29
12,4,Guinea,3270.0,-13.49,9.29
1,4,Guinea-Bissau,8200.0,-15.45,11.45
2,4,Guinea-Bissau,6110.0,-15.45,11.45
3,4,Guinea-Bissau,1490.0,-15.45,11.45
4,3,Guinea-Bissau,730.0,-15.45,11.45
5,3,Guinea-Bissau,740.0,-15.45,11.45
6,4,Guinea-Bissau,1730.0,-15.45,11.45
7,3,Guinea-Bissau,720.0,-15.45,11.45
8,4,Guinea-Bissau,1460.0,-15.45,11.45
9,3,Guinea-Bissau,210.0,-15.45,11.45
10,3,Guinea-Bissau,980.0,-15.45,11.45
11,3,Guinea-Bissau,810.0,-15.45,11.45
12,4,Guinea-Bissau,1450.0,-15.45,11.45
1,6,Guyana,137020.0,-58.12,6.5
2,5,Guyana,16100.0,-58.12,6.5
3,4,Guyana,7790.0,-58.12,6.5
4,5,Guyana,13270.0,-58.12,6.5
5,5,Guyana,22940.0,-58.12,6.5
6,5,Guyana,29510.0,-58.12,6.5
7,5,Guyana,25740.0,-58.12,6.5
8,5,Guyana,20990.0,-58.12,6.5
9,5,Guyana,14060.0,-58.12,6.5
10,4,Guyana,8890.0,-58.12,6.5
11,5,Guyana,11820.0,-58.12,6.5
12,5,Guyana,17770.0,-58.12,6.5
1,5,Haiti,24200.0,-72.2,18.4
2,4,Haiti,4990.0,-72.2,18.4
3,4,Haiti,3460.0,-72.2,18.4
4,4,Haiti,2360.0,-72.2,18.4
5,4,Haiti,3630.0,-72.2,18.4
6,4,Haiti,7830.0,-72.2,18.4
7,4,Haiti,6660.0,-72.2,18.4
8,4,Haiti,9520.0,-72.2,18.4
9,4,Haiti,3680.0,-72.2,18.4
10,4,Haiti,3100.0,-72.2,18.4
11,4,Haiti,1590.0,-72.2,18.4
12,4,Haiti,6570.0,-72.2,18.4
1,6,Honduras,127790.0,-87.14,14.05
2,6,Honduras,232760.0,-87.14,14.05
3,5,Honduras,53560.0,-87.14,14.05
4,5,Honduras,38680.0,-87.14,14.05
5,5,Honduras,25120.0,-87.14,14.05
6,5,Honduras,17490.0,-87.14,14.05
7,5,Honduras,93270.0,-87.14,14.05
8,6,Honduras,106350.0,-87.14,14.05
9,5,Honduras,21910.0,-87.14,14.05
10,5,Honduras,15180.0,-87.14,14.05
11,5,Honduras,24670.0,-87.14,14.05
12,6,Honduras,108350.0,-87.14,14.05
1,6,Hong Kong,992480.0,114.1694,22.3193
2,7,Hong Kong,3703660.0,114.1694,22.3193
3,7,Hong Kong,4159240.0,114.1694,22.3193
4,7,Hong Kong,1227690.0,114.1694,22.3193
5,7,Hong Kong,1120740.0,114.1694,22.3193
6,7,Hong Kong,1064900.0,114.1694,22.3193
7,7,Hong Kong,1565550.0,114.1694,22.3193
8,7,Hong Kong,2185300.0,114.1694,22.3193
9,7,Hong Kong,1815270.0,114.1694,22.3193
10,7,Hong Kong,1801700.0,114.1694,22.3193
11,7,Hong Kong,2133260.0,114.1694,22.3193
12,7,Hong Kong,4360050.0,114.1694,22.3193
1,7,Hungary,2603770.0,19.05,47.29
2,7,Hungary,1169650.0,19.05,47.29
3,6,Hungary,869700.0,19.05,47.29
4,6,Hungary,487390.0,19.05,47.29
5,6,Hungary,328250.0,19.05,47.29
6,6,Hungary,206360.0,19.05,47.29
7,6,Hungary,963570.0,19.05,47.29
8,6,Hungary,556340.0,19.05,47.29
9,6,Hungary,639100.0,19.05,47.29
10,6,Hungary,689650.0,19.05,47.29
11,6,Hungary,412020.0,19.05,47.29
12,6,Hungary,368210.0,19.05,47.29
1,6,Iceland,344330.0,-21.57,64.1
2,6,Iceland,482890.0,-21.57,64.1
3,6,Iceland,316670.0,-21.57,64.1
4,5,Iceland,75760.0,-21.57,64.1
5,5,Iceland,58730.0,-21.57,64.1
6,5,Iceland,57690.0,-21.57,64.1
7,6,Iceland,159320.0,-21.57,64.1
8,5,Iceland,79670.0,-21.57,64.1
9,5,Iceland,62060.0,-21.57,64.1
10,5,Iceland,94900.0,-21.57,64.1
11,5,Iceland,51320.0,-21.57,64.1
12,5,Iceland,28540.0,-21.57,64.1
1,8,India,53980280.0,77.13,28.37
2,7,India,5638910.0,77.13,28.37
3,7,India,2835030.0,77.13,28.37
4,7,India,2847630.0,77.13,28.37
5,7,India,3014540.0,77.13,28.37
6,7,India,4965550.0,77.13,28.37
7,7,India,6206220.0,77.13,28.37
8,7,India,5010150.0,77.13,28.37
9,7,India,3931580.0,77.13,28.37
10,7,India,3204400.0,77.13,28.37
11,7,India,3052350.0,77.13,28.37
12,7,India,3515680.0,77.13,28.37
1,7,Indonesia,1510000.0,106.49,-6.09
2,7,Indonesia,8822680.0,106.49,-6.09
3,7,Indonesia,2198890.0,106.49,-6.09
4,6,Indonesia,914730.0,106.49,-6.09
5,6,Indonesia,975390.0,106.49,-6.09
6,7,Indonesia,1134580.0,106.49,-6.09
7,7,Indonesia,1609480.0,106.49,-6.09
8,7,Indonesia,1771390.0,106.49,-6.09
9,7,Indonesia,1347410.0,106.49,-6.09
10,7,Indonesia,1277030.0,106.49,-6.09
11,7,Indonesia,1864530.0,106.49,-6.09
12,7,Indonesia,1144840.0,106.49,-6.09
1,7,Iran,2215740.0,51.3,35.44
2,7,Iran,3307300.0,51.3,35.44
3,7,Iran,1007380.0,51.3,35.44
4,6,Iran,831280.0,51.3,35.44
5,6,Iran,463460.0,51.3,35.44
6,6,Iran,577780.0,51.3,35.44
7,7,Iran,1964050.0,51.3,35.44
8,7,Iran,1192720.0,51.3,35.44
9,6,Iran,614280.0,51.3,35.44
10,6,Iran,592130.0,51.3,35.44
11,6,Iran,516680.0,51.3,35.44
12,6,Iran,384590.0,51.3,35.44
1,7,Iraq,1216950.0,44.3,33.2
2,6,Iraq,430490.0,44.3,33.2
3,6,Iraq,197230.0,44.3,33.2
4,6,Iraq,158580.0,44.3,33.2
5,6,Iraq,144380.0,44.3,33.2
6,6,Iraq,295120.0,44.3,33.2
7,6,Iraq,664240.0,44.3,33.2
8,6,Iraq,193330.0,44.3,33.2
9,6,Iraq,121100.0,44.3,33.2
10,5,Iraq,99200.0,44.3,33.2
11,6,Iraq,113840.0,44.3,33.2
12,5,Iraq,79210.0,44.3,33.2
1,7,Ireland,1816460.0,-6.15,53.21
2,6,Ireland,737760.0,-6.15,53.21
3,7,Ireland,1673830.0,-6.15,53.21
4,6,Ireland,645470.0,-6.15,53.21
5,6,Ireland,527970.0,-6.15,53.21
6,6,Ireland,728770.0,-6.15,53.21
7,6,Ireland,812090.0,-6.15,53.21
8,6,Ireland,478140.0,-6.15,53.21
9,6,Ireland,376280.0,-6.15,53.21
10,6,Ireland,196830.0,-6.15,53.21
11,6,Ireland,719680.0,-6.15,53.21
12,6,Ireland,333130.0,-6.15,53.21
1,8,Israel,13408820.0,-35.1,31.71
2,7,Israel,3521390.0,-35.1,31.71
3,7,Israel,3066630.0,-35.1,31.71
4,7,Israel,1273910.0,-35.1,31.71
5,7,Israel,1304390.0,-35.1,31.71
6,7,Israel,2711970.0,-35.1,31.71
7,7,Israel,2157010.0,-35.1,31.71
8,7,Israel,1197600.0,-35.1,31.71
9,6,Israel,961870.0,-35.1,31.71
10,7,Israel,1380370.0,-35.1,31.71
11,7,Israel,1230880.0,-35.1,31.71
12,7,Israel,1582600.0,-35.1,31.71
1,8,Italy,36311850.0,12.29,41.54
2,8,Italy,14826360.0,12.29,41.54
3,8,Italy,18197120.0,12.29,41.54
4,8,Italy,17345620.0,12.29,41.54
5,8,Italy,11664820.0,12.29,41.54
6,8,Italy,15415740.0,12.29,41.54
7,8,Italy,18819960.0,12.29,41.54
8,8,Italy,10698450.0,12.29,41.54
9,8,Italy,12186250.0,12.29,41.54
10,8,Italy,11109020.0,12.29,41.54
11,8,Italy,12444550.0,12.29,41.54
12,8,Italy,11160480.0,12.29,41.54
1,6,Jamaica,198010.0,-76.5,18.0
2,5,Jamaica,28540.0,-76.5,18.0
3,5,Jamaica,22520.0,-76.5,18.0
4,5,Jamaica,19870.0,-76.5,18.0
5,5,Jamaica,70440.0,-76.5,18.0
6,5,Jamaica,50730.0,-76.5,18.0
7,5,Jamaica,46720.0,-76.5,18.0
8,5,Jamaica,47890.0,-76.5,18.0
9,5,Jamaica,32220.0,-76.5,18.0
10,5,Jamaica,17840.0,-76.5,18.0
11,5,Jamaica,31150.0,-76.5,18.0
12,5,Jamaica,22450.0,-76.5,18.0
1,8,Japan,17293470.0,139.6503,35.6762
2,8,Japan,19963680.0,139.6503,35.6762
3,8,Japan,16962960.0,139.6503,35.6762
4,8,Japan,15149370.0,139.6503,35.6762
5,8,Japan,13356470.0,139.6503,35.6762
6,8,Japan,11340920.0,139.6503,35.6762
7,8,Japan,37898000.0,139.6503,35.6762
8,8,Japan,44735830.0,139.6503,35.6762
9,8,Japan,19392930.0,139.6503,35.6762
10,8,Japan,15836690.0,139.6503,35.6762
11,8,Japan,25010320.0,139.6503,35.6762
12,8,Japan,38073060.0,139.6503,35.6762
1,0,Jersey,0.0,-2105,49188
2,0,Jersey,0.0,-2105,49188
3,0,Jersey,0.0,-2105,49188
4,0,Jersey,0.0,-2105,49188
5,0,Jersey,0.0,-2105,49188
6,0,Jersey,0.0,-2105,49188
7,0,Jersey,0.0,-2105,49188
8,0,Jersey,0.0,-2105,49188
9,0,Jersey,0.0,-2105,49188
10,0,Jersey,0.0,-2105,49188
11,0,Jersey,0.0,-2105,49188
12,0,Jersey,0.0,-2105,49188
1,7,Jordan,1675700.0,35.52,31.57
2,7,Jordan,2000850.0,35.52,31.57
3,6,Jordan,599420.0,35.52,31.57
4,6,Jordan,264260.0,35.52,31.57
5,6,Jordan,192940.0,35.52,31.57
6,6,Jordan,202940.0,35.52,31.57
7,6,Jordan,473260.0,35.52,31.57
8,6,Jordan,443110.0,35.52,31.57
9,6,Jordan,290670.0,35.52,31.57
10,6,Jordan,243330.0,35.52,31.57
11,6,Jordan,225430.0,35.52,31.57
12,6,Jordan,224010.0,35.52,31.57
1,7,Kazakhstan,2398170.0,71.3,51.1
2,6,Kazakhstan,238470.0,71.3,51.1
3,6,Kazakhstan,151150.0,71.3,51.1
4,5,Kazakhstan,72390.0,71.3,51.1
5,5,Kazakhstan,39770.0,71.3,51.1
6,6,Kazakhstan,125180.0,71.3,51.1
7,6,Kazakhstan,466520.0,71.3,51.1
8,6,Kazakhstan,261610.0,71.3,51.1
9,5,Kazakhstan,94340.0,71.3,51.1
10,5,Kazakhstan,83260.0,71.3,51.1
11,5,Kazakhstan,99910.0,71.3,51.1
12,6,Kazakhstan,137350.0,71.3,51.1
1,5,Kenya,98140.0,36.48,-1.17
2,5,Kenya,26890.0,36.48,-1.17
3,5,Kenya,19000.0,36.48,-1.17
4,5,Kenya,35110.0,36.48,-1.17
5,5,Kenya,39370.0,36.48,-1.17
6,5,Kenya,97620.0,36.48,-1.17
7,5,Kenya,46570.0,36.48,-1.17
8,5,Kenya,25620.0,36.48,-1.17
9,5,Kenya,16230.0,36.48,-1.17
10,5,Kenya,22290.0,36.48,-1.17
11,5,Kenya,29780.0,36.48,-1.17
12,5,Kenya,18090.0,36.48,-1.17
1,4,Kiribati,6560.0,173.0,1.3
2,4,Kiribati,6140.0,173.0,1.3
3,4,Kiribati,2060.0,173.0,1.3
4,4,Kiribati,1510.0,173.0,1.3
5,4,Kiribati,4290.0,173.0,1.3
6,4,Kiribati,1900.0,173.0,1.3
7,4,Kiribati,4220.0,173.0,1.3
8,4,Kiribati,2210.0,173.0,1.3
9,4,Kiribati,2280.0,173.0,1.3
10,3,Kiribati,870.0,173.0,1.3
11,3,Kiribati,900.0,173.0,1.3
12,4,Kiribati,1380.0,173.0,1.3
1,6,Kosovo,451890.0,21.17,42.67
2,5,Kosovo,79750.0,21.17,42.67
3,5,Kosovo,45000.0,21.17,42.67
4,5,Kosovo,38500.0,21.17,42.67
