year,richter,region,deaths,lon,lat
5,5,Kosovo,36170.0,21.17,42.67
6,5,Kosovo,35570.0,21.17,42.67
7,6,Kosovo,241240.0,21.17,42.67
8,5,Kosovo,79410.0,21.17,42.67
9,5,Kosovo,26640.0,21.17,42.67
10,5,Kosovo,30010.0,21.17,42.67
11,5,Kosovo,21290.0,21.17,42.67
12,5,Kosovo,22520.0,21.17,42.67
1,7,Kuwait,1081990.0,48.0,29.3
2,6,Kuwait,285840.0,48.0,29.3
3,6,Kuwait,115970.0,48.0,29.3
4,5,Kuwait,81560.0,48.0,29.3
5,6,Kuwait,108550.0,48.0,29.3
6,6,Kuwait,158050.0,48.0,29.3
7,6,Kuwait,152460.0,48.0,29.3
8,5,Kuwait,93230.0,48.0,29.3
9,6,Kuwait,102600.0,48.0,29.3
10,6,Kuwait,108800.0,48.0,29.3
11,5,Kuwait,88850.0,48.0,29.3
12,5,Kuwait,78220.0,48.0,29.3
1,6,Kyrgyzstan,109690.0,74.46,42.54
2,5,Kyrgyzstan,18750.0,74.46,42.54
3,4,Kyrgyzstan,8340.0,74.46,42.54
4,4,Kyrgyzstan,1220.0,74.46,42.54
5,4,Kyrgyzstan,4620.0,74.46,42.54
6,4,Kyrgyzstan,4020.0,74.46,42.54
7,5,Kyrgyzstan,17840.0,74.46,42.54
8,5,Kyrgyzstan,22790.0,74.46,42.54
9,4,Kyrgyzstan,4630.0,74.46,42.54
10,4,Kyrgyzstan,6340.0,74.46,42.54
11,5,Kyrgyzstan,10320.0,74.46,42.54
12,5,Kyrgyzstan,10120.0,74.46,42.54
1,6,Laos,171700.0,102.36,17.58
2,5,Laos,83340.0,102.36,17.58
3,6,Laos,342860.0,102.36,17.58
4,6,Laos,125940.0,102.36,17.58
5,5,Laos,51370.0,102.36,17.58
6,5,Laos,30180.0,102.36,17.58
7,5,Laos,59130.0,102.36,17.58
8,5,Laos,56340.0,102.36,17.58
9,5,Laos,46250.0,102.36,17.58
10,5,Laos,28720.0,102.36,17.58
11,5,Laos,32040.0,102.36,17.58
12,5,Laos,39520.0,102.36,17.58
1,7,Latvia,1256730.0,24.08,56.53
2,7,Latvia,1693080.0,24.08,56.53
3,6,Latvia,842540.0,24.08,56.53
4,6,Latvia,359660.0,24.08,56.53
5,6,Latvia,311240.0,24.08,56.53
6,6,Latvia,234500.0,24.08,56.53
7,6,Latvia,334540.0,24.08,56.53
8,6,Latvia,457200.0,24.08,56.53
9,6,Latvia,481950.0,24.08,56.53
10,6,Latvia,356010.0,24.08,56.53
11,6,Latvia,318890.0,24.08,56.53
12,6,Latvia,325220.0,24.08,56.53
1,7,Lebanon,1431480.0,35.31,33.53
2,6,Lebanon,739220.0,35.31,33.53
3,6,Lebanon,271050.0,35.31,33.53
4,6,Lebanon,214140.0,35.31,33.53
5,6,Lebanon,204270.0,35.31,33.53
6,6,Lebanon,304800.0,35.31,33.53
7,6,Lebanon,668950.0,35.31,33.53
8,6,Lebanon,326230.0,35.31,33.53
9,6,Lebanon,192420.0,35.31,33.53
10,6,Lebanon,224150.0,35.31,33.53
11,6,Lebanon,184930.0,35.31,33.53
12,6,Lebanon,184210.0,35.31,33.53
1,5,Lesotho,20480.0,27.3,-29.18
2,4,Lesotho,7490.0,27.3,-29.18
3,4,Lesotho,5320.0,27.3,-29.18
4,3,Lesotho,470.0,27.3,-29.18
5,4,Lesotho,3050.0,27.3,-29.18
6,4,Lesotho,1920.0,27.3,-29.18
7,4,Lesotho,7440.0,27.3,-29.18
8,4,Lesotho,5050.0,27.3,-29.18
9,4,Lesotho,5120.0,27.3,-29.18
10,3,Lesotho,220.0,27.3,-29.18
11,4,Lesotho,4260.0,27.3,-29.18
12,0,Lesotho,0.0,27.3,-29.18
1,4,Liberia,2180.0,-10.47,6.18
2,3,Liberia,260.0,-10.47,6.18
3,3,Liberia,210.0,-10.47,6.18
4,4,Liberia,1620.0,-10.47,6.18
5,4,Liberia,4800.0,-10.47,6.18
6,3,Liberia,510.0,-10.47,6.18
7,4,Liberia,1080.0,-10.47,6.18
8,4,Liberia,3050.0,-10.47,6.18
9,3,Liberia,350.0,-10.47,6.18
10,3,Liberia,310.0,-10.47,6.18
11,4,Liberia,2460.0,-10.47,6.18
12,3,Liberia,820.0,-10.47,6.18
1,6,Libya,395970.0,13.07,32.49
2,6,Libya,353480.0,13.07,32.49
3,5,Libya,72580.0,13.07,32.49
4,5,Libya,53340.0,13.07,32.49
5,4,Libya,8230.0,13.07,32.49
6,5,Libya,56910.0,13.07,32.49
7,5,Libya,52640.0,13.07,32.49
8,5,Libya,49040.0,13.07,32.49
9,5,Libya,44200.0,13.07,32.49
10,5,Libya,47620.0,13.07,32.49
11,5,Libya,42550.0,13.07,32.49
12,4,Libya,7520.0,13.07,32.49
1,5,Liechtenstein,23620.0,9.31,47.08
2,5,Liechtenstein,20110.0,9.31,47.08
3,5,Liechtenstein,29300.0,9.31,47.08
4,5,Liechtenstein,10080.0,9.31,47.08
5,4,Liechtenstein,7440.0,9.31,47.08
6,4,Liechtenstein,8750.0,9.31,47.08
7,5,Liechtenstein,12270.0,9.31,47.08
8,4,Liechtenstein,6110.0,9.31,47.08
9,4,Liechtenstein,9060.0,9.31,47.08
10,4,Liechtenstein,8670.0,9.31,47.08
11,4,Liechtenstein,7840.0,9.31,47.08
12,4,Liechtenstein,8200.0,9.31,47.08
1,7,Lithuania,1707160.0,25.19,54.38
2,7,Lithuania,1407960.0,25.19,54.38
3,7,Lithuania,1063000.0,25.19,54.38
4,6,Lithuania,455480.0,25.19,54.38
5,6,Lithuania,334880.0,25.19,54.38
6,6,Lithuania,309820.0,25.19,54.38
7,6,Lithuania,368400.0,25.19,54.38
8,6,Lithuania,453190.0,25.19,54.38
9,6,Lithuania,546570.0,25.19,54.38
10,6,Lithuania,352400.0,25.19,54.38
11,6,Lithuania,308350.0,25.19,54.38
12,6,Lithuania,335850.0,25.19,54.38
1,6,Luxembourg,442010.0,6.09,49.37
2,6,Luxembourg,158600.0,6.09,49.37
3,6,Luxembourg,314760.0,6.09,49.37
4,6,Luxembourg,204650.0,6.09,49.37
5,6,Luxembourg,109940.0,6.09,49.37
6,6,Luxembourg,184440.0,6.09,49.37
7,6,Luxembourg,205530.0,6.09,49.37
8,5,Luxembourg,73000.0,6.09,49.37
9,5,Luxembourg,83520.0,6.09,49.37
10,6,Luxembourg,122790.0,6.09,49.37
11,5,Luxembourg,98010.0,6.09,49.37
12,5,Luxembourg,82550.0,6.09,49.37
1,3,Macao,650.0,113.5439,22.1987
2,3,Macao,280.0,113.5439,22.1987
3,3,Macao,340.0,113.5439,22.1987
4,3,Macao,210.0,113.5439,22.1987
5,3,Macao,680.0,113.5439,22.1987
6,4,Macao,1890.0,113.5439,22.1987
7,4,Macao,2290.0,113.5439,22.1987
8,3,Macao,300.0,113.5439,22.1987
9,3,Macao,510.0,113.5439,22.1987
10,3,Macao,650.0,113.5439,22.1987
11,3,Macao,760.0,113.5439,22.1987
12,5,Macao,15660.0,113.5439,22.1987
1,5,Madagascar,52180.0,47.31,-18.55
2,4,Madagascar,8930.0,47.31,-18.55
3,4,Madagascar,5450.0,47.31,-18.55
4,5,Madagascar,24610.0,47.31,-18.55
5,5,Madagascar,23880.0,47.31,-18.55
6,4,Madagascar,8360.0,47.31,-18.55
7,4,Madagascar,4590.0,47.31,-18.55
8,5,Madagascar,17910.0,47.31,-18.55
9,3,Madagascar,270.0,47.31,-18.55
10,4,Madagascar,4120.0,47.31,-18.55
11,4,Madagascar,6160.0,47.31,-18.55
12,5,Madagascar,18100.0,47.31,-18.55
1,5,Malawi,39950.0,33.48,-14.0
2,4,Malawi,7460.0,33.48,-14.0
3,4,Malawi,5360.0,33.48,-14.0
4,4,Malawi,7470.0,33.48,-14.0
5,5,Malawi,10920.0,33.48,-14.0
6,5,Malawi,13080.0,33.48,-14.0
7,5,Malawi,15210.0,33.48,-14.0
8,4,Malawi,9440.0,33.48,-14.0
9,4,Malawi,4440.0,33.48,-14.0
10,4,Malawi,4370.0,33.48,-14.0
11,4,Malawi,7260.0,33.48,-14.0
12,4,Malawi,7010.0,33.48,-14.0
1,7,Malaysia,1496270.0,101.41,3.09
2,7,Malaysia,4930610.0,101.41,3.09
3,7,Malaysia,4736350.0,101.41,3.09
4,7,Malaysia,1763750.0,101.41,3.09
5,7,Malaysia,1127490.0,101.41,3.09
6,7,Malaysia,1131780.0,101.41,3.09
7,7,Malaysia,1502490.0,101.41,3.09
8,7,Malaysia,1374580.0,101.41,3.09
9,7,Malaysia,1126920.0,101.41,3.09
10,7,Malaysia,1253520.0,101.41,3.09
11,7,Malaysia,1294020.0,101.41,3.09
12,6,Malaysia,949210.0,101.41,3.09
1,6,Maldives,422620.0,73.28,4.0
2,6,Maldives,149230.0,73.28,4.0
3,5,Maldives,52840.0,73.28,4.0
4,5,Maldives,51310.0,73.28,4.0
5,5,Maldives,27310.0,73.28,4.0
6,5,Maldives,42000.0,73.28,4.0
7,5,Maldives,32460.0,73.28,4.0
8,5,Maldives,24830.0,73.28,4.0
9,5,Maldives,19540.0,73.28,4.0
10,5,Maldives,24670.0,73.28,4.0
11,5,Maldives,33410.0,73.28,4.0
12,5,Maldives,19560.0,73.28,4.0
1,5,Mali,34030.0,-7.55,12.34
2,4,Mali,4470.0,-7.55,12.34
3,4,Mali,4230.0,-7.55,12.34
4,4,Mali,9140.0,-7.55,12.34
5,4,Mali,6390.0,-7.55,12.34
6,5,Mali,10090.0,-7.55,12.34
7,4,Mali,5920.0,-7.55,12.34
8,4,Mali,3010.0,-7.55,12.34
9,5,Mali,17420.0,-7.55,12.34
10,4,Mali,9940.0,-7.55,12.34
11,4,Mali,5950.0,-7.55,12.34
12,4,Mali,7030.0,-7.55,12.34
1,5,Malta,88900.0,14.31,35.54
2,5,Malta,41900.0,14.31,35.54
3,5,Malta,95700.0,14.31,35.54
4,5,Malta,75660.0,14.31,35.54
5,5,Malta,44630.0,14.31,35.54
6,6,Malta,101300.0,14.31,35.54
7,5,Malta,60450.0,14.31,35.54
8,5,Malta,31800.0,14.31,35.54
9,5,Malta,27200.0,14.31,35.54
10,5,Malta,24820.0,14.31,35.54
11,5,Malta,21220.0,14.31,35.54
12,5,Malta,25530.0,14.31,35.54
1,5,Mauritania,71000.0,57.3,-20.1
2,4,Mauritania,6220.0,57.3,-20.1
3,4,Mauritania,7130.0,57.3,-20.1
4,5,Mauritania,10620.0,57.3,-20.1
5,5,Mauritania,16930.0,57.3,-20.1
6,5,Mauritania,20190.0,57.3,-20.1
7,5,Mauritania,26490.0,57.3,-20.1
8,5,Mauritania,13550.0,57.3,-20.1
9,5,Mauritania,10050.0,57.3,-20.1
10,5,Mauritania,13100.0,57.3,-20.1
11,5,Mauritania,11870.0,57.3,-20.1
12,5,Mauritania,12680.0,57.3,-20.1
1,6,Mauritius,400940.0,-90.1994,38627
2,6,Mauritius,441260.0,-90.1994,38627
3,6,Mauritius,296860.0,-90.1994,38627
4,5,Mauritius,84080.0,-90.1994,38627
5,6,Mauritius,189910.0,-90.1994,38627
6,5,Mauritius,60120.0,-90.1994,38627
7,6,Mauritius,147820.0,-90.1994,38627
8,6,Mauritius,100280.0,-90.1994,38627
9,5,Mauritius,51680.0,-90.1994,38627
10,6,Mauritius,181760.0,-90.1994,38627
11,6,Mauritius,125350.0,-90.1994,38627
12,6,Mauritius,134940.0,-90.1994,38627
1,7,Mexico,8989720.0,-99.1,19.2
2,7,Mexico,2612180.0,-99.1,19.2
3,7,Mexico,1638940.0,-99.1,19.2
4,7,Mexico,1561950.0,-99.1,19.2
5,7,Mexico,1426360.0,-99.1,19.2
6,7,Mexico,3426510.0,-99.1,19.2
7,7,Mexico,5307590.0,-99.1,19.2
8,7,Mexico,2007030.0,-99.1,19.2
9,7,Mexico,1676580.0,-99.1,19.2
10,6,Mexico,520700.0,-99.1,19.2
11,7,Mexico,1051020.0,-99.1,19.2
12,7,Mexico,2340340.0,-99.1,19.2
1,4,Micronesia (country),5290.0,158161,6.9147
2,5,Micronesia (country),11250.0,158161,6.9147
3,5,Micronesia (country),44990.0,158161,6.9147
4,2,Micronesia (country),40.0,158161,6.9147
5,5,Micronesia (country),24610.0,158161,6.9147
6,5,Micronesia (country),30960.0,158161,6.9147
7,5,Micronesia (country),67040.0,158161,6.9147
8,4,Micronesia (country),8730.0,158161,6.9147
9,5,Micronesia (country),14380.0,158161,6.9147
10,4,Micronesia (country),8050.0,158161,6.9147
11,4,Micronesia (country),8510.0,158161,6.9147
12,4,Micronesia (country),3420.0,158161,6.9147
1,6,Moldova,634260.0,28.5,47.02
2,6,Moldova,247470.0,28.5,47.02
3,6,Moldova,217870.0,28.5,47.02
4,5,Moldova,91560.0,28.5,47.02
5,5,Moldova,68600.0,28.5,47.02
6,5,Moldova,67960.0,28.5,47.02
7,6,Moldova,177250.0,28.5,47.02
8,6,Moldova,274260.0,28.5,47.02
9,6,Moldova,141570.0,28.5,47.02
10,6,Moldova,160520.0,28.5,47.02
11,5,Moldova,63510.0,28.5,47.02
12,5,Moldova,59120.0,28.5,47.02
1,5,Monaco,21960.0,7.4246,43.7384
2,4,Monaco,5490.0,7.4246,43.7384
3,5,Monaco,11050.0,7.4246,43.7384
4,5,Monaco,12000.0,7.4246,43.7384
5,5,Monaco,12480.0,7.4246,43.7384
6,4,Monaco,8720.0,7.4246,43.7384
7,4,Monaco,7290.0,7.4246,43.7384
8,4,Monaco,4800.0,7.4246,43.7384
9,4,Monaco,5230.0,7.4246,43.7384
10,4,Monaco,7740.0,7.4246,43.7384
11,4,Monaco,7620.0,7.4246,43.7384
12,4,Monaco,6110.0,7.4246,43.7384
1,7,Mongolia,1365010.0,103.8467,46.8625
2,6,Mongolia,433550.0,103.8467,46.8625
3,6,Mongolia,131920.0,103.8467,46.8625
4,5,Mongolia,55500.0,103.8467,46.8625
5,6,Mongolia,121620.0,103.8467,46.8625
6,5,Mongolia,69180.0,103.8467,46.8625
7,6,Mongolia,196400.0,103.8467,46.8625
8,6,Mongolia,228100.0,103.8467,46.8625
9,5,Mongolia,87480.0,103.8467,46.8625
10,5,Mongolia,73860.0,103.8467,46.8625
11,6,Mongolia,224440.0,103.8467,46.8625
12,6,Mongolia,173560.0,103.8467,46.8625
1,6,Montenegro,275710.0,19.2594,42.4304
2,5,Montenegro,80570.0,19.2594,42.4304
3,5,Montenegro,58360.0,19.2594,42.4304
4,5,Montenegro,62630.0,19.2594,42.4304
5,5,Montenegro,63710.0,19.2594,42.4304
6,5,Montenegro,74520.0,19.2594,42.4304
7,6,Montenegro,195170.0,19.2594,42.4304
8,6,Montenegro,111960.0,19.2594,42.4304
9,5,Montenegro,73300.0,19.2594,42.4304
10,5,Montenegro,53700.0,19.2594,42.4304
11,5,Montenegro,50200.0,19.2594,42.4304
12,5,Montenegro,47390.0,19.2594,42.4304
1,7,Morocco,1249800.0,-6.8498,33.9716
2,6,Morocco,154770.0,-6.8498,33.9716
3,5,Morocco,78610.0,-6.8498,33.9716
4,5,Morocco,93840.0,-6.8498,33.9716
5,6,Morocco,151760.0,-6.8498,33.9716
6,6,Morocco,524670.0,-6.8498,33.9716
7,6,Morocco,292110.0,-6.8498,33.9716
8,6,Morocco,137800.0,-6.8498,33.9716
9,6,Morocco,108610.0,-6.8498,33.9716
10,5,Morocco,72710.0,-6.8498,33.9716
11,6,Morocco,125640.0,-6.8498,33.9716
12,5,Morocco,94710.0,-6.8498,33.9716
1,6,Mozambique,119770.0,32.32,-25.58
2,5,Mozambique,13880.0,32.32,-25.58
3,5,Mozambique,12520.0,32.32,-25.58
4,5,Mozambique,33600.0,32.32,-25.58
5,5,Mozambique,40990.0,32.32,-25.58
6,5,Mozambique,49860.0,32.32,-25.58
7,5,Mozambique,40430.0,32.32,-25.58
8,5,Mozambique,36380.0,32.32,-25.58
9,5,Mozambique,14110.0,32.32,-25.58
10,4,Mozambique,9320.0,32.32,-25.58
11,5,Mozambique,23010.0,32.32,-25.58
12,5,Mozambique,25030.0,32.32,-25.58
1,5,Myanmar,66580.0,96.2,16.45
2,6,Myanmar,451380.0,96.2,16.45
3,5,Myanmar,93490.0,96.2,16.45
4,5,Myanmar,31320.0,96.2,16.45
5,5,Myanmar,49570.0,96.2,16.45
6,5,Myanmar,24470.0,96.2,16.45
7,5,Myanmar,29760.0,96.2,16.45
8,5,Myanmar,43900.0,96.2,16.45
9,5,Myanmar,88130.0,96.2,16.45
10,5,Myanmar,74450.0,96.2,16.45
11,5,Myanmar,41000.0,96.2,16.45
12,5,Myanmar,34440.0,96.2,16.45
1,5,Namibia,40370.0,17.04,-22.35
2,5,Namibia,14510.0,17.04,-22.35
3,4,Namibia,6830.0,17.04,-22.35
4,5,Namibia,14630.0,17.04,-22.35
5,5,Namibia,80880.0,17.04,-22.35
6,5,Namibia,14800.0,17.04,-22.35
7,4,Namibia,7050.0,17.04,-22.35
8,4,Namibia,5850.0,17.04,-22.35
9,4,Namibia,5540.0,17.04,-22.35
10,5,Namibia,24480.0,17.04,-22.35
11,5,Namibia,11610.0,17.04,-22.35
12,4,Namibia,9080.0,17.04,-22.35
1,7,Nepal,1205730.0,85.2,27.45
2,5,Nepal,76500.0,85.2,27.45
3,5,Nepal,45210.0,85.2,27.45
4,5,Nepal,30330.0,85.2,27.45
5,5,Nepal,24890.0,85.2,27.45
6,5,Nepal,28090.0,85.2,27.45
7,5,Nepal,83650.0,85.2,27.45
8,5,Nepal,75100.0,85.2,27.45
9,5,Nepal,44360.0,85.2,27.45
10,5,Nepal,37810.0,85.2,27.45
11,5,Nepal,35840.0,85.2,27.45
12,5,Nepal,38180.0,85.2,27.45
1,8,Netherlands,12418450.0,4.54,52.23
2,7,Netherlands,7990350.0,4.54,52.23
3,7,Netherlands,9089080.0,4.54,52.23
4,7,Netherlands,2259160.0,4.54,52.23
5,7,Netherlands,2340320.0,4.54,52.23
6,7,Netherlands,2876350.0,4.54,52.23
7,7,Netherlands,5855110.0,4.54,52.23
8,7,Netherlands,2381710.0,4.54,52.23
9,7,Netherlands,2456360.0,4.54,52.23
10,7,Netherlands,2441540.0,4.54,52.23
11,7,Netherlands,2257100.0,4.54,52.23
12,7,Netherlands,1900180.0,4.54,52.23
1,5,New Caledonia,94550.0,166.3,-22.17
2,6,New Caledonia,221510.0,166.3,-22.17
3,5,New Caledonia,36690.0,166.3,-22.17
4,5,New Caledonia,23730.0,166.3,-22.17
5,5,New Caledonia,20500.0,166.3,-22.17
6,5,New Caledonia,28590.0,166.3,-22.17
7,5,New Caledonia,76660.0,166.3,-22.17
8,5,New Caledonia,48740.0,166.3,-22.17
9,5,New Caledonia,37960.0,166.3,-22.17
10,5,New Caledonia,15090.0,166.3,-22.17
11,5,New Caledonia,30650.0,166.3,-22.17
12,5,New Caledonia,34850.0,166.3,-22.17
1,6,New Zealand,687470.0,174.46,-41.19
2,7,New Zealand,1704370.0,174.46,-41.19
3,7,New Zealand,3730750.0,174.46,-41.19
4,7,New Zealand,2388330.0,174.46,-41.19
5,7,New Zealand,1826650.0,174.46,-41.19
6,7,New Zealand,2047850.0,174.46,-41.19
7,7,New Zealand,2122120.0,174.46,-41.19
8,7,New Zealand,1314200.0,174.46,-41.19
9,6,New Zealand,660030.0,174.46,-41.19
10,7,New Zealand,1082510.0,174.46,-41.19
11,7,New Zealand,1956060.0,174.46,-41.19
12,7,New Zealand,1287030.0,174.46,-41.19
1,4,Nicaragua,1220.0,-86.2,12.06
2,4,Nicaragua,3090.0,-86.2,12.06
3,4,Nicaragua,1610.0,-86.2,12.06
4,4,Nicaragua,1160.0,-86.2,12.06
5,4,Nicaragua,1090.0,-86.2,12.06
6,4,Nicaragua,1810.0,-86.2,12.06
7,3,Nicaragua,990.0,-86.2,12.06
8,3,Nicaragua,980.0,-86.2,12.06
9,4,Nicaragua,2350.0,-86.2,12.06
10,4,Nicaragua,1110.0,-86.2,12.06
11,3,Nicaragua,720.0,-86.2,12.06
12,4,Nicaragua,1890.0,-86.2,12.06
1,4,Niger,4450.0,2.06,13.27
2,3,Niger,790.0,2.06,13.27
3,4,Niger,1110.0,2.06,13.27
4,4,Niger,1980.0,2.06,13.27
5,3,Niger,490.0,2.06,13.27
6,3,Niger,180.0,2.06,13.27
7,4,Niger,3150.0,2.06,13.27
8,4,Niger,2900.0,2.06,13.27
9,4,Niger,1060.0,2.06,13.27
10,4,Niger,1050.0,2.06,13.27
11,4,Niger,1140.0,2.06,13.27
12,4,Niger,2380.0,2.06,13.27
1,5,Nigeria,54350.0,7.32,9.05
2,5,Nigeria,16030.0,7.32,9.05
3,5,Nigeria,18990.0,7.32,9.05
4,4,Nigeria,7860.0,7.32,9.05
5,5,Nigeria,12950.0,7.32,9.05
6,5,Nigeria,21570.0,7.32,9.05
7,5,Nigeria,35390.0,7.32,9.05
8,5,Nigeria,24260.0,7.32,9.05
9,5,Nigeria,24540.0,7.32,9.05
10,4,Nigeria,8620.0,7.32,9.05
11,5,Nigeria,13270.0,7.32,9.05
12,5,Nigeria,11150.0,7.32,9.05
1,0,North Korea,0.0,125.3,39.09
2,0,North Korea,0.0,125.3,39.09
3,0,North Korea,0.0,125.3,39.09
4,0,North Korea,0.0,125.3,39.09
5,2,North Korea,10.0,125.3,39.09
6,0,North Korea,0.0,125.3,39.09
7,0,North Korea,0.0,125.3,39.09
8,0,North Korea,0.0,125.3,39.09
9,0,North Korea,0.0,125.3,39.09
10,0,North Korea,0.0,125.3,39.09
11,0,North Korea,0.0,125.3,39.09
12,0,North Korea,0.0,125.3,39.09
1,6,North Macedonia,357270.0,21.26,42.01
2,6,North Macedonia,149780.0,21.26,42.01
3,5,North Macedonia,76630.0,21.26,42.01
4,5,North Macedonia,60650.0,21.26,42.01
5,5,North Macedonia,63070.0,21.26,42.01
6,5,North Macedonia,54980.0,21.26,42.01
7,6,North Macedonia,131290.0,21.26,42.01
8,6,North Macedonia,103480.0,21.26,42.01
9,5,North Macedonia,58880.0,21.26,42.01
10,5,North Macedonia,43240.0,21.26,42.01
11,5,North Macedonia,51840.0,21.26,42.01
12,5,North Macedonia,54670.0,21.26,42.01
1,0,Northern Ireland,0.0,-6.4923,54.7877
2,0,Northern Ireland,0.0,-6.4923,54.7877
3,0,Northern Ireland,0.0,-6.4923,54.7877
4,0,Northern Ireland,0.0,-6.4923,54.7877
5,0,Northern Ireland,0.0,-6.4923,54.7877
6,0,Northern Ireland,0.0,-6.4923,54.7877
7,0,Northern Ireland,0.0,-6.4923,54.7877
8,0,Northern Ireland,0.0,-6.4923,54.7877
9,0,Northern Ireland,0.0,-6.4923,54.7877
10,0,Northern Ireland,0.0,-6.4923,54.7877
11,0,Northern Ireland,0.0,-6.4923,54.7877
12,0,Northern Ireland,0.0,-6.4923,54.7877
1,7,Norway,3522610.0,10.45,59.55
2,7,Norway,2684800.0,10.45,59.55
3,6,Norway,955940.0,10.45,59.55
4,6,Norway,495480.0,10.45,59.55
5,6,Norway,343580.0,10.45,59.55
6,6,Norway,345620.0,10.45,59.55
7,6,Norway,380980.0,10.45,59.55
8,6,Norway,461790.0,10.45,59.55
9,6,Norway,408520.0,10.45,59.55
10,6,Norway,419270.0,10.45,59.55
11,6,Norway,430740.0,10.45,59.55
12,6,Norway,358850.0,10.45,59.55
1,6,Oman,321200.0,58.36,23.37
2,6,Oman,250680.0,58.36,23.37
3,5,Oman,51240.0,58.36,23.37
4,5,Oman,16340.0,58.36,23.37
5,5,Oman,19260.0,58.36,23.37
6,5,Oman,78830.0,58.36,23.37
7,5,Oman,68730.0,58.36,23.37
8,5,Oman,37100.0,58.36,23.37
9,5,Oman,45520.0,58.36,23.37
10,5,Oman,29690.0,58.36,23.37
11,4,Oman,9950.0,58.36,23.37
12,4,Oman,8110.0,58.36,23.37
1,7,Pakistan,1268280.0,73.1,33.4
2,6,Pakistan,364170.0,73.1,33.4
3,6,Pakistan,158900.0,73.1,33.4
4,6,Pakistan,108070.0,73.1,33.4
5,6,Pakistan,107540.0,73.1,33.4
6,6,Pakistan,132480.0,73.1,33.4
7,6,Pakistan,172540.0,73.1,33.4
8,6,Pakistan,148730.0,73.1,33.4
9,5,Pakistan,90660.0,73.1,33.4
10,5,Pakistan,88090.0,73.1,33.4
11,5,Pakistan,74190.0,73.1,33.4
12,5,Pakistan,84740.0,73.1,33.4
1,5,Palau,18150.0,134.28,7.2
2,4,Palau,8760.0,134.28,7.2
3,4,Palau,3980.0,134.28,7.2
4,4,Palau,7460.0,134.28,7.2
5,4,Palau,5990.0,134.28,7.2
6,4,Palau,1790.0,134.28,7.2
7,4,Palau,2420.0,134.28,7.2
8,4,Palau,2160.0,134.28,7.2
9,4,Palau,1940.0,134.28,7.2
10,4,Palau,1920.0,134.28,7.2
11,4,Palau,3480.0,134.28,7.2
12,4,Palau,1560.0,134.28,7.2
1,6,Palestine,631140.0,35.2137,31.7683
2,6,Palestine,666400.0,35.2137,31.7683
3,6,Palestine,139020.0,35.2137,31.7683
4,5,Palestine,58200.0,35.2137,31.7683
5,4,Palestine,8720.0,35.2137,31.7683
6,5,Palestine,22330.0,35.2137,31.7683
7,6,Palestine,432850.0,35.2137,31.7683
8,6,Palestine,197960.0,35.2137,31.7683
9,5,Palestine,84570.0,35.2137,31.7683
10,5,Palestine,80220.0,35.2137,31.7683
11,4,Palestine,7190.0,35.2137,31.7683
12,4,Palestine,6200.0,35.2137,31.7683
1,7,Panama,1800110.0,-79.25,9.0
2,6,Panama,193830.0,-79.25,9.0
3,6,Panama,257610.0,-79.25,9.0
4,6,Panama,192010.0,-79.25,9.0
5,6,Panama,771090.0,-79.25,9.0
6,6,Panama,488080.0,-79.25,9.0
7,6,Panama,224480.0,-79.25,9.0
8,6,Panama,464340.0,-79.25,9.0
9,6,Panama,141790.0,-79.25,9.0
10,6,Panama,149980.0,-79.25,9.0
11,6,Panama,230740.0,-79.25,9.0
12,6,Panama,364520.0,-79.25,9.0
1,4,Papua New Guinea,9620.0,147.08,-9.24
2,5,Papua New Guinea,32120.0,147.08,-9.24
3,5,Papua New Guinea,18160.0,147.08,-9.24
4,4,Papua New Guinea,3790.0,147.08,-9.24
5,4,Papua New Guinea,6240.0,147.08,-9.24
6,4,Papua New Guinea,2720.0,147.08,-9.24
7,4,Papua New Guinea,7820.0,147.08,-9.24
8,4,Papua New Guinea,1150.0,147.08,-9.24
9,4,Papua New Guinea,4150.0,147.08,-9.24
10,4,Papua New Guinea,6800.0,147.08,-9.24
11,4,Papua New Guinea,5930.0,147.08,-9.24
12,4,Papua New Guinea,6550.0,147.08,-9.24
1,7,Paraguay,1148980.0,-57.3,-25.1
2,6,Paraguay,265210.0,-57.3,-25.1
3,6,Paraguay,744230.0,-57.3,-25.1
4,5,Paraguay,29380.0,-57.3,-25.1
5,6,Paraguay,128100.0,-57.3,-25.1
6,5,Paraguay,81920.0,-57.3,-25.1
7,6,Paraguay,377260.0,-57.3,-25.1
8,5,Paraguay,54440.0,-57.3,-25.1
9,5,Paraguay,44030.0,-57.3,-25.1
10,6,Paraguay,209600.0,-57.3,-25.1
11,5,Paraguay,23490.0,-57.3,-25.1
12,6,Paraguay,154500.0,-57.3,-25.1
1,7,Peru,8294020.0,-77.0,-12.0
2,7,Peru,1692450.0,-77.0,-12.0
3,6,Peru,670840.0,-77.0,-12.0
4,6,Peru,657680.0,-77.0,-12.0
5,6,Peru,606560.0,-77.0,-12.0
6,6,Peru,837080.0,-77.0,-12.0
7,7,Peru,2866320.0,-77.0,-12.0
8,7,Peru,1490040.0,-77.0,-12.0
9,6,Peru,775470.0,-77.0,-12.0
10,6,Peru,616500.0,-77.0,-12.0
11,7,Peru,1521480.0,-77.0,-12.0
12,7,Peru,1611870.0,-77.0,-12.0
1,7,Philippines,5305400.0,121.03,14.4
